"rep","strategy","n_workers","chr","start","end","bp","n_win","secs","load_s","secs_wall","rss_gb","pid"
1,"dynamic",6,"chr18",1,80373285,80373285,400407,37.41,0.0029999999999859,37.413,0.991453184,81395
1,"dynamic",6,"chr20",1,64444167,64444167,319636,33.654,0.0029999999999859,33.657,0.926695424,81384
1,"dynamic",6,"chr19",1,58617616,58617616,292197,26.397,0.00300000000001432,26.401,1.139818496,81405
1,"dynamic",6,"chrY",1,57227415,57227415,132019,19.868,0.00199999999998113,19.87,1.171193856,81371
1,"dynamic",6,"chr22",1,50818468,50818468,195751,17.599,0.0029999999999859,17.602,1.153216512,81429
1,"dynamic",6,"chr21",1,46709983,46709983,200395,14.094,0.000999999999976353,14.095,1.611218944,81371
1,"segment",1,"chr1",1,50000000,5e+07,248467,10.8330000000001,0.000999999999748979,10.8339999999998,1.973915648,64341
1,"segment",1,"chr1",50000001,100000000,5e+07,250000,11.018,0,11.018,2.020732928,64341
1,"segment",1,"chr1",100000001,150000000,5e+07,159605,8.99799999999959,0,8.99799999999959,2.166976512,64341
1,"segment",1,"chr1",150000001,200000000,5e+07,250000,10.6620000000003,0,10.6620000000003,2.2134784,64341
1,"segment",1,"chr2",1,50000000,5e+07,249929,10.2080000000005,0,10.2080000000005,2.610098176,64341
1,"segment",1,"chr2",50000001,100000000,5e+07,241874,7.91099999999915,0,7.91099999999915,2.847543296,64341
1,"segment",1,"chr2",100000001,150000000,5e+07,249999,10.5120000000006,0,10.5120000000006,3.006210048,64341
1,"segment",1,"chr2",150000001,200000000,5e+07,250000,8.36499999999978,0,8.36499999999978,3.024953344,64341
1,"segment",1,"chr3",1,50000000,5e+07,249946,10.3899999999994,0,10.3899999999994,3.097300992,64341
1,"segment",1,"chr3",50000001,100000000,5e+07,249348,8.25500000000011,0,8.25500000000011,3.059064832,64341
1,"segment",1,"chr3",100000001,150000000,5e+07,250000,9.29800000000068,0,9.29800000000068,2.797899776,64341
1,"segment",1,"chr4",1,50000000,5e+07,248444,8.9369999999999,0.000999999999294232,8.93799999999919,3.151773696,64341
1,"segment",1,"chr4",50000001,100000000,5e+07,249529,8.9360000000006,0,8.9360000000006,3.078316032,64341
1,"segment",1,"chr4",100000001,150000000,5e+07,250000,11.0450000000001,0,11.0450000000001,3.320500224,64341
1,"segment",1,"chr5",1,50000000,5e+07,249163,9.97200000000066,0,9.97200000000066,3.3485824,64341
1,"segment",1,"chr5",50000001,100000000,5e+07,249749,8.28399999999965,0.00100000000020373,8.28499999999985,3.279724544,64341
1,"segment",1,"chr5",100000001,150000000,5e+07,249994,9.89300000000003,0,9.89300000000003,3.49564928,64341
1,"segment",1,"chr6",1,50000000,5e+07,249700,10.8849999999993,0,10.8849999999993,2.998095872,64341
1,"segment",1,"chr6",50000001,100000000,5e+07,247201,8.10500000000047,0,8.10500000000047,3.159097344,64341
1,"segment",1,"chr6",100000001,150000000,5e+07,249999,9.35800000000017,0,9.35800000000017,3.072172032,64341
1,"segment",1,"chr7",1,50000000,5e+07,249937,9.82900000000063,0,9.82900000000063,3.429617664,64341
1,"segment",1,"chr7",50000001,100000000,5e+07,248470,8.62800000000061,0.000999999999294232,8.62899999999991,3.293331456,64341
1,"segment",1,"chr7",100000001,150000000,5e+07,249749,9.79199999999946,0,9.79299999999967,3.13167872,64341
1,"segment",1,"chr8",1,50000000,5e+07,248688,8.98999999999978,0,8.98999999999978,3.388137472,64341
1,"segment",1,"chr8",50000001,100000000,5e+07,249749,10.1410000000005,0,10.1410000000005,3.457896448,64341
1,"segment",1,"chr9",1,50000000,5e+07,227365,9.73199999999997,0,9.73199999999997,3.25670912,64341
1,"segment",1,"chr9",50000001,100000000,5e+07,189884,6.8700000000008,0.000999999999294232,6.87100000000009,3.409281024,64341
1,"segment",1,"chr10",1,50000000,5e+07,247573,10.7959999999994,0,10.7959999999994,3.268562944,64341
1,"segment",1,"chr10",50000001,100000000,5e+07,249995,8.15999999999985,0,8.15999999999985,3.358732288,64341
1,"segment",1,"chr11",1,50000000,5e+07,249700,9.86300000000028,0,9.86300000000028,3.45909248,64341
1,"segment",1,"chr11",50000001,100000000,5e+07,247571,8.8779999999997,0,8.8779999999997,3.309723648,64341
1,"segment",1,"chr12",1,50000000,5e+07,249346,9.79399999999987,0.00100000000020373,9.79500000000007,3.335319552,64341
1,"segment",1,"chr12",50000001,100000000,5e+07,250000,10.0710000000008,0,10.0710000000008,3.158376448,64341
1,"segment",1,"chr13",1,50000000,5e+07,169132,7.02699999999913,0,7.02699999999913,3.46435584,64341
1,"segment",1,"chr13",50000001,100000000,5e+07,249749,10.1700000000001,0,10.1700000000001,3.586039808,64341
1,"segment",1,"chr14",1,50000000,5e+07,168401,8.73999999999978,0,8.73999999999978,3.225440256,64341
1,"segment",1,"chr14",50000001,100000000,5e+07,250000,7.84600000000046,0,7.84600000000046,3.40025344,64341
1,"segment",1,"chr15",1,50000000,5e+07,163536,8.83100000000013,0.00100000000020373,8.83200000000033,3.297681408,64341
1,"segment",1,"chr15",50000001,100000000,5e+07,249749,8.1899999999996,0,8.1899999999996,3.330772992,64341
1,"segment",1,"chr16",1,50000000,5e+07,207870,9.76400000000012,0,9.76400000000012,3.418292224,64341
1,"segment",1,"chr17",1,50000000,5e+07,248590,9.1880000000001,0,9.1880000000001,3.316850688,64341
1,"segment",1,"chr18",1,50000000,5e+07,249103,8.38299999999981,0,8.38299999999981,3.531894784,64341
1,"segment",1,"chr19",1,50000000,5e+07,249159,8.5659999999998,0,8.5659999999998,3.563823104,64341
1,"segment",1,"chr20",1,50000000,5e+07,247966,9.30400000000009,0,9.30400000000009,3.637383168,64341
1,"segment",1,"chr22",1,50000000,5e+07,191709,7.40200000000004,0,7.40200000000004,3.970330624,64341
1,"segment",1,"chrX",1,50000000,5e+07,246497,10.9169999999995,0,10.9169999999995,3.631112192,64341
1,"segment",1,"chrX",50000001,100000000,5e+07,249228,8.35599999999977,0,8.35599999999977,3.75474176,64341
1,"segment",1,"chrX",100000001,150000000,5e+07,248556,8.46200000000044,0,8.46200000000044,3.773534208,64341
1,"segment",1,"chrY",1,50000000,5e+07,129550,7.45700000000033,0.000999999999294232,7.45799999999963,3.959611392,64341
1,"segment",1,"chr1",200000001,248956422,48956422,244228,9.78899999999976,0,9.78899999999976,4.051116032,64341
1,"segment",1,"chr3",150000001,198295559,48295559,241177,9.57899999999972,0,9.57899999999972,4.036796416,64341
1,"segment",1,"chr21",1,46709983,46709983,200395,8.34100000000035,0,8.34100000000035,3.639586816,64341
1,"segment",1,"chr8",100000001,145138636,45138636,225393,8.02700000000004,0,8.02700000000004,3.850932224,64341
1,"segment",1,"chr2",200000001,242193529,42193529,210909,9.64199999999983,0,9.64199999999983,4.06581248,64341
1,"segment",1,"chr16",50000001,90338345,40338345,201140,6.89699999999993,0,6.89699999999993,4.168126464,64341
1,"segment",1,"chr4",150000001,190214555,40214555,200771,9.19700000000012,0,9.19700000000012,3.991461888,64341
1,"segment",1,"chr9",100000001,138394717,38394717,191660,6.39199999999983,0,6.39199999999983,4.526047232,64341
1,"segment",1,"chr11",100000001,135086622,35086622,175383,6.28300000000036,0,6.28300000000036,4.461060096,64341
1,"segment",1,"chr10",100000001,133797422,33797422,168671,6.15899999999965,0,6.15899999999965,4.792426496,64341
1,"segment",1,"chr12",100000001,133275309,33275309,166313,7.97000000000025,0,7.97000000000025,3.902611456,64341
1,"segment",1,"chr17",50000001,83257441,33257441,165965,5.40399999999954,0.00100000000020373,5.40499999999975,4.394692608,64341
1,"segment",1,"chr5",150000001,181538259,31538259,157385,6.15599999999995,0,6.15599999999995,4.231151616,64341
1,"segment",1,"chr18",50000001,80373285,30373285,151304,4.95200000000023,0,4.95200000000023,4.70106112,64341
1,"segment",1,"chr6",150000001,170805979,20805979,103478,4.35800000000017,0,4.35800000000017,4.643364864,64341
1,"segment",1,"chr20",50000001,64444167,14444167,71670,3.41399999999976,0.00100000000020373,3.41499999999996,4.462206976,64341
1,"segment",1,"chr13",100000001,114364328,14364328,71016,4.40499999999975,0,4.40499999999975,3.868184576,64341
1,"segment",1,"chr7",150000001,159345973,9345973,46677,2.15800000000036,0,2.15800000000036,4.15635456,64341
1,"segment",1,"chr19",50000001,58617616,8617616,43038,1.62400000000071,0,1.62400000000071,4.362448896,64341
1,"segment",1,"chrY",50000001,57227415,7227415,2469,0.811000000000604,0.000999999999294232,0.811999999999898,4.480315392,64341
1,"segment",1,"chr14",100000001,107043718,7043718,34418,1.60300000000007,0,1.60300000000007,4.761931776,64341
1,"segment",1,"chrX",150000001,156040895,6040895,30154,1.71200000000044,0.000999999999294232,1.71299999999974,4.975099904,64341
1,"segment",1,"chr15",100000001,101991189,1991189,9905,1.16499999999996,0.00100000000020373,1.16600000000017,4.594126848,64341
1,"segment",1,"chr22",50000001,50818468,818468,4042,0.437999999999192,0,0.437999999999192,4.711923712,64341
1,"segment",2,"chr1",1,50000000,5e+07,248467,13.703,6.912,20.615,1.679437824,84654
1,"segment",2,"chr1",50000001,100000000,5e+07,250000,13.795,6.911,20.706,1.666752512,84644
1,"segment",2,"chr1",100000001,150000000,5e+07,159605,10.433,0,10.433,1.81112832,84654
1,"segment",2,"chr1",150000001,200000000,5e+07,250000,12.175,0,12.175,1.853898752,84644
1,"segment",2,"chr2",1,50000000,5e+07,249929,11.326,0,11.326,1.802776576,84654
1,"segment",2,"chr2",50000001,100000000,5e+07,241874,11.23,0,11.23,1.835630592,84644
1,"segment",2,"chr2",100000001,150000000,5e+07,249999,8.687,0,8.687,2.21483008,84654
1,"segment",2,"chr2",150000001,200000000,5e+07,250000,8.559,0,8.56,2.234609664,84644
1,"segment",2,"chr3",1,50000000,5e+07,249946,11.211,0,11.211,2.385829888,84654
1,"segment",2,"chr3",50000001,100000000,5e+07,249348,11.102,0,11.102,2.485747712,84644
1,"segment",2,"chr3",100000001,150000000,5e+07,250000,9.73199999999999,0,9.73199999999999,1.935499264,84654
1,"segment",2,"chr4",1,50000000,5e+07,248444,10.571,0,10.571,2.326044672,84644
1,"segment",2,"chr4",50000001,100000000,5e+07,249529,9.544,0.00100000000000477,9.545,2.35073536,84654
1,"segment",2,"chr4",100000001,150000000,5e+07,250000,9.001,0,9.001,2.28171776,84644
1,"segment",2,"chr5",1,50000000,5e+07,249163,11.132,0,11.132,2.26533376,84654
1,"segment",2,"chr5",50000001,100000000,5e+07,249749,10.698,0.000999999999990564,10.699,2.127757312,84644
1,"segment",2,"chr5",100000001,150000000,5e+07,249994,10.393,0,10.393,1.96179968,84654
1,"segment",2,"chr6",1,50000000,5e+07,249700,12.771,0,12.771,1.931624448,84644
1,"segment",2,"chr6",50000001,100000000,5e+07,247201,10.461,0,10.461,2.345914368,84654
1,"segment",2,"chr6",100000001,150000000,5e+07,249999,8.596,0,8.596,2.151804928,84644
1,"segment",2,"chr7",1,50000000,5e+07,249937,10.737,0,10.737,2.223910912,84654
1,"segment",2,"chr7",50000001,100000000,5e+07,248470,10.688,0.00100000000000477,10.689,2.050576384,84644
1,"segment",2,"chr7",100000001,150000000,5e+07,249749,9.23,0,9.23,2.301734912,84654
1,"segment",2,"chr8",1,50000000,5e+07,248688,10.234,0,10.234,2.324697088,84644
1,"segment",2,"chr8",50000001,100000000,5e+07,249749,10.232,0,10.232,2.476396544,84654
1,"segment",2,"chr9",1,50000000,5e+07,227365,9.72699999999998,0,9.72699999999998,2.41829888,84644
1,"segment",2,"chr9",50000001,100000000,5e+07,189884,9.14700000000002,0,9.14700000000002,2.123685888,84654
1,"segment",2,"chr10",1,50000000,5e+07,247573,9.74600000000001,0,9.74600000000001,2.395250688,84644
1,"segment",2,"chr10",50000001,100000000,5e+07,249995,9.636,0,9.636,2.278477824,84654
1,"segment",2,"chr11",1,50000000,5e+07,249700,10.183,0.00100000000000477,10.185,2.360008704,84644
1,"segment",2,"chr11",50000001,100000000,5e+07,247571,10.105,0,10.105,2.228457472,84654
1,"segment",2,"chr12",1,50000000,5e+07,249346,10.521,0.00100000000000477,10.522,1.972588544,84644
1,"segment",2,"chr12",50000001,100000000,5e+07,250000,10.404,0,10.404,2.11658752,84654
1,"segment",2,"chr13",1,50000000,5e+07,169132,8.423,0,8.423,2.087337984,84644
1,"segment",2,"chr13",50000001,100000000,5e+07,249749,9.56299999999999,0,9.56299999999999,2.222186496,84654
1,"segment",2,"chr14",1,50000000,5e+07,168401,7.47900000000001,0,7.47900000000001,2.315255808,84644
1,"segment",2,"chr14",50000001,100000000,5e+07,250000,11.455,0,11.455,2.074980352,84644
1,"segment",2,"chr15",1,50000000,5e+07,163536,9.21699999999998,0,9.21699999999998,2.215837696,84654
1,"segment",2,"chr15",50000001,100000000,5e+07,249749,8.48099999999999,0,8.48099999999999,2.328485888,84654
1,"segment",2,"chr16",1,50000000,5e+07,207870,8.30799999999999,0,8.30799999999999,2.338705408,84644
1,"segment",2,"chr17",1,50000000,5e+07,248590,9.84700000000001,0,9.84700000000001,2.325962752,84654
1,"segment",2,"chr18",1,50000000,5e+07,249103,10.775,0.00100000000000477,10.776,2.24548864,84644
1,"segment",2,"chr19",1,50000000,5e+07,249159,8.97299999999998,0,8.97299999999998,2.32792064,84654
1,"segment",2,"chr20",1,50000000,5e+07,247966,9.05200000000002,0,9.05200000000002,2.403467264,84644
1,"segment",2,"chr22",1,50000000,5e+07,191709,8.982,0,8.982,2.226991104,84654
1,"segment",2,"chrX",1,50000000,5e+07,246497,10.965,0,10.965,2.326994944,84644
1,"segment",2,"chrX",50000001,100000000,5e+07,249228,11.924,0,11.924,2.057203712,84654
1,"segment",2,"chrX",100000001,150000000,5e+07,248556,8.80700000000002,0,8.80700000000002,2.34508288,84644
1,"segment",2,"chrY",1,50000000,5e+07,129550,6.60000000000002,0,6.60000000000002,2.390585344,84654
1,"segment",2,"chr1",200000001,248956422,48956422,244228,11.523,0,11.523,2.36075008,84644
1,"segment",2,"chr3",150000001,198295559,48295559,241177,10.968,0,10.968,2.281803776,84654
1,"segment",2,"chr21",1,46709983,46709983,200395,7.79599999999999,0.000999999999976353,7.79699999999997,2.472398848,84644
1,"segment",2,"chr8",100000001,145138636,45138636,225393,9.69800000000004,0,9.69900000000001,2.255695872,84654
1,"segment",2,"chr2",200000001,242193529,42193529,210909,9.16300000000001,0,9.16300000000001,2.479108096,84644
1,"segment",2,"chr16",50000001,90338345,40338345,201140,8.41800000000001,0,8.41800000000001,2.068332544,84654
1,"segment",2,"chr4",150000001,190214555,40214555,200771,8.88099999999997,0,8.88099999999997,2.154971136,84644
1,"segment",2,"chr9",100000001,138394717,38394717,191660,6.91899999999998,0,6.91899999999998,2.333917184,84654
1,"segment",2,"chr11",100000001,135086622,35086622,175383,6.63099999999997,0,6.63099999999997,2.328571904,84644
1,"segment",2,"chr10",100000001,133797422,33797422,168671,6.68399999999997,0,6.68399999999997,2.475536384,84654
1,"segment",2,"chr12",100000001,133275309,33275309,166313,6.69600000000003,0,6.69600000000003,2.455478272,84644
1,"segment",2,"chr17",50000001,83257441,33257441,165965,6.62099999999998,0,6.62099999999998,2.460004352,84654
1,"segment",2,"chr5",150000001,181538259,31538259,157385,6.86899999999997,0.0010000000000332,6.87,2.561572864,84644
1,"segment",2,"chr18",50000001,80373285,30373285,151304,5.55400000000003,0,5.55400000000003,2.567159808,84654
1,"segment",2,"chr6",150000001,170805979,20805979,103478,4.82400000000001,0,4.82400000000001,2.341122048,84644
1,"segment",2,"chr20",50000001,64444167,14444167,71670,2.75399999999996,0,2.75399999999996,2.522558464,84654
1,"segment",2,"chr13",100000001,114364328,14364328,71016,3.06299999999999,0,3.06299999999999,2.707898368,84644
1,"segment",2,"chr7",150000001,159345973,9345973,46677,3.02199999999999,0,3.02199999999999,2.46206464,84654
1,"segment",2,"chr19",50000001,58617616,8617616,43038,2.73099999999999,0,2.73099999999999,2.079834112,84654
1,"segment",2,"chrY",50000001,57227415,7227415,2469,1.29599999999999,0,1.29599999999999,2.445832192,84644
1,"segment",2,"chr14",100000001,107043718,7043718,34418,1.726,0,1.726,2.754220032,84644
1,"segment",2,"chrX",150000001,156040895,6040895,30154,1.98000000000002,0,1.98000000000002,2.292994048,84654
1,"segment",2,"chr15",100000001,101991189,1991189,9905,1.02600000000001,0,1.02600000000001,2.705035264,84644
1,"segment",2,"chr22",50000001,50818468,818468,4042,0.94599999999997,0.0010000000000332,0.947000000000003,2.396209152,84644
1,"segment",3,"chr1",1,50000000,5e+07,248467,15.523,7.959,23.482,1.719926784,86181
1,"segment",3,"chr1",50000001,100000000,5e+07,250000,15.628,7.959,23.587,1.670098944,86171
1,"segment",3,"chr1",100000001,150000000,5e+07,159605,13.065,7.958,21.023,1.59977472,86161
1,"segment",3,"chr1",150000001,200000000,5e+07,250000,11.947,0,11.947,1.862524928,86161
1,"segment",3,"chr2",1,50000000,5e+07,249929,12.147,0.00100000000000122,12.148,1.740939264,86181
1,"segment",3,"chr2",50000001,100000000,5e+07,241874,11.931,0,11.931,1.82734848,86171
1,"segment",3,"chr2",100000001,150000000,5e+07,249999,12.988,0,12.988,1.536671744,86161
1,"segment",3,"chr2",150000001,200000000,5e+07,250000,12.509,0,12.509,1.7799168,86171
1,"segment",3,"chr3",1,50000000,5e+07,249946,11.266,0,11.266,1.777549312,86181
1,"segment",3,"chr3",50000001,100000000,5e+07,249348,11.23,0,11.23,1.997770752,86161
1,"segment",3,"chr3",100000001,150000000,5e+07,250000,10.923,0,10.923,1.962532864,86181
1,"segment",3,"chr4",1,50000000,5e+07,248444,11.128,0.00100000000000477,11.129,2.013024256,86171
1,"segment",3,"chr4",50000001,100000000,5e+07,249529,10.996,0.000999999999997669,10.997,2.194825216,86161
1,"segment",3,"chr4",100000001,150000000,5e+07,250000,11.431,0,11.431,1.722433536,86181
1,"segment",3,"chr5",1,50000000,5e+07,249163,11.09,0,11.09,1.8054144,86171
1,"segment",3,"chr5",50000001,100000000,5e+07,249749,10.878,0,10.878,2.13270528,86161
1,"segment",3,"chr5",100000001,150000000,5e+07,249994,11.087,0,11.087,1.980424192,86181
1,"segment",3,"chr6",1,50000000,5e+07,249700,11.185,0,11.185,1.845751808,86171
1,"segment",3,"chr6",50000001,100000000,5e+07,247201,10.375,0,10.375,2.238767104,86161
1,"segment",3,"chr6",100000001,150000000,5e+07,249999,10.882,0,10.882,1.975844864,86181
1,"segment",3,"chr7",1,50000000,5e+07,249937,10.901,0.000999999999990564,10.902,1.99708672,86171
1,"segment",3,"chr7",50000001,100000000,5e+07,248470,10.582,0,10.582,2.249314304,86161
1,"segment",3,"chr7",100000001,150000000,5e+07,249749,10.022,0,10.022,2.213097472,86181
1,"segment",3,"chr8",1,50000000,5e+07,248688,10.691,0.00100000000000477,10.692,1.95131392,86171
1,"segment",3,"chr8",50000001,100000000,5e+07,249749,10.352,0,10.352,2.21720576,86161
1,"segment",3,"chr9",1,50000000,5e+07,227365,11.062,0.000999999999990564,11.063,1.996201984,86181
1,"segment",3,"chr9",50000001,100000000,5e+07,189884,9.348,0,9.348,2.079739904,86171
1,"segment",3,"chr10",1,50000000,5e+07,247573,10.206,0,10.206,2.513764352,86161
1,"segment",3,"chr10",50000001,100000000,5e+07,249995,9.58800000000001,0,9.58800000000001,2.149670912,86181
1,"segment",3,"chr11",1,50000000,5e+07,249700,10.253,0,10.253,1.977622528,86171
1,"segment",3,"chr11",50000001,100000000,5e+07,247571,10.47,0,10.47,2.322886656,86161
1,"segment",3,"chr12",1,50000000,5e+07,249346,10.78,0,10.78,2.53100032,86181
1,"segment",3,"chr12",50000001,100000000,5e+07,250000,10.753,0.00100000000000477,10.754,1.981648896,86171
1,"segment",3,"chr13",1,50000000,5e+07,169132,9.30199999999999,0,9.30199999999999,2.259300352,86161
1,"segment",3,"chr13",50000001,100000000,5e+07,249749,9.67200000000003,0,9.67200000000003,2.478526464,86181
1,"segment",3,"chr14",1,50000000,5e+07,168401,8.703,0,8.703,1.890013184,86171
1,"segment",3,"chr14",50000001,100000000,5e+07,250000,9.458,0,9.458,2.328244224,86161
